id,rep,stages,scens,duality_handler,forward_pass,backward_pass,sampling_scheme,fpass_type,mipgap,M,total_time,backward_pass_time,iterations,lower_bound,ci_low,ci_high,gap,std_cuts,nonstd_cuts,delta,type1_prob,type2_prob,seed,lagrangian_dominant,integer_lshaped_dominant,incomparable,aggregation_timestamp
65,1,10,20,Laporte,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,3614.4630789756775,3293.51,419,3891.1124529669664,25284.84614877351,25652.854429436367,84.83165893421219,0,6897,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
65,1,10,20,Laporte,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,3605.5242359638214,3300.323,479,4017.988024545195,27143.818861132502,27500.054713490747,85.38916352564898,0,7903,0.01,1.28,1.28,2001,0,0,0,2025-11-12T18:43:50.626
65,1,10,20,Laporte,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,3601.0149738788605,3292.382,485,4031.939101583387,26677.60548950785,27043.94983723989,85.09116040427145,0,8023,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
65,1,10,20,Laporte,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,76.43535494804382,52.772,65,22288.95218854146,22614.657951263613,22905.404216217274,2.6912951278081243,917,126,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
65,1,10,20,Laporte,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,30.727965831756592,15.487,27,22243.242192674446,22553.13975570976,22838.7940469076,2.6076326666371883,424,22,0.01,1.28,1.28,2001,0,0,0,2025-11-12T18:43:50.626
65,1,10,20,Laporte,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,12.846259832382202,4.186,4,21795.16956896247,22494.809482289304,22790.681066924088,4.3680638373128575,65,0,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
65,1,10,20,Benders,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,34.87255501747131,16.592,65,22210.15336585752,22527.913849018223,22821.288653211843,2.6779175209648445,903,0,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
65,1,10,20,Benders,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,26.296429872512817,11.571,27,22192.085432766715,22440.807517836627,22724.237967625726,2.341783850429426,421,0,0.01,1.28,1.28,2001,0,0,0,2025-11-12T18:43:50.626
65,1,10,20,Benders,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,15.221769094467163,4.079,4,21795.16956896247,22494.809482289304,22790.681066924088,4.3680638373128575,65,0,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
65,1,10,20,Lagrangian,DefaultMultiForwardPass,Comparison,InSampleMonteCarloMultiple,1,0.0001,2,243.60853481292725,234.013,16,22420.463251350324,22540.764570515083,22832.93657978177,1.8064839228638037,0,252,0.01,1.28,1.28,1001,0,0,252,2025-11-12T18:43:50.626
65,1,10,20,Lagrangian,DefaultMultiForwardPass,Comparison,InSampleMonteCarloMultiple,1,0.0001,2,267.82403588294983,257.628,18,22426.11537932526,22440.5927459236,22724.22839740696,1.3118730056230166,0,284,0.01,1.28,1.28,2001,0,0,284,2025-11-12T18:43:50.626
65,1,10,20,Lagrangian,DefaultMultiForwardPass,Comparison,InSampleMonteCarloMultiple,1,0.0001,2,56.7957398891449,47.769,4,21955.350952249755,22501.403410546438,22797.167976407873,3.692638598922855,0,65,0.01,1.28,1.28,3001,0,0,65,2025-11-12T18:43:50.626
66,1,10,50,Lagrangian,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,472.1248400211334,462.983,15,24139.668971001876,24134.567032370822,24490.791962762323,1.4336939054250315,0,246,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
66,1,10,50,Lagrangian,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,204.65318703651428,195.757,8,24039.424203033577,24107.69987916207,24446.253151134406,1.6641771055289518,0,133,0.01,1.28,1.28,2001,0,0,0,2025-11-12T18:43:50.626
66,1,10,50,Lagrangian,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,2024.4752008914948,2009.661,48,24202.95141234922,23969.44427350043,24311.119106093745,0.4449309522629642,0,718,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
66,1,10,50,Lagrangian,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,124.65699815750122,114.508,28,24065.221211056603,24126.370867752285,24482.083813011184,1.7027251648123032,381,65,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
66,1,10,50,Lagrangian,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,20.311100959777832,12.1,8,23776.892765329416,24114.89910374159,24463.45972608345,2.806499850967527,134,1,0.01,1.28,1.28,2001,0,0,0,2025-11-12T18:43:50.626
66,1,10,50,Lagrangian,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,31.262881994247437,21.487,14,23935.73809173594,23965.647178137453,24312.714870391723,1.5505334581736427,221,10,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
66,1,10,50,Laporte,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,3625.0297701358795,3493.407,301,3762.679151100534,28141.608386157193,28572.75312556631,86.83123346719513,0,5000,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
66,1,10,50,Laporte,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,3602.88463807106,3462.125,268,3673.0086712057596,28603.17793593961,29020.87219974403,87.34356208895005,0,4422,0.01,1.28,1.28,2001,0,0,0,2025-11-12T18:43:50.626
66,1,10,50,Laporte,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,3609.156837940216,3466.404,265,3671.1872839721646,27650.83153256714,28074.364995999942,86.92334703030598,0,4386,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
66,1,10,50,Laporte,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,20.029074907302856,11.112,15,23945.125017213224,24146.637702336768,24499.73109673152,2.2637231295664546,241,7,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
66,1,10,50,Laporte,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,15.893686056137085,7.335,8,23777.155245783215,24107.7522981957,24456.554584649224,2.777984676927679,134,1,0.01,1.28,1.28,2001,0,0,0,2025-11-12T18:43:50.626
66,1,10,50,Laporte,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,19.360762119293213,10.223,14,23887.81518605737,24191.536595148944,24535.801428344756,2.640982582858715,226,5,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
66,1,10,50,Benders,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,17.1915500164032,8.946,15,23885.510092052064,24138.664556846026,24494.019948996847,2.4843200838893136,237,0,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
66,1,10,50,Benders,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,14.989917993545532,6.638,8,23777.155245783215,24102.344329481093,24451.06952012441,2.7561750367873685,134,0,0.01,1.28,1.28,2001,0,0,0,2025-11-12T18:43:50.626
66,1,10,50,Benders,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,18.67451000213623,9.354,14,23870.77814905744,23960.578370882053,24304.940250008432,1.786312150883976,226,0,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
66,1,10,50,Lagrangian,DefaultMultiForwardPass,Comparison,InSampleMonteCarloMultiple,1,0.0001,2,690.7137188911438,679.365,15,24139.668971001876,24134.567032370822,24490.791962762323,1.4336939054250315,0,246,0.01,1.28,1.28,1001,0,0,246,2025-11-12T18:43:50.626
66,1,10,50,Lagrangian,DefaultMultiForwardPass,Comparison,InSampleMonteCarloMultiple,1,0.0001,2,231.98985195159912,223.593,8,24039.424203033577,24107.69987916207,24446.253151134406,1.6641771055289518,0,133,0.01,1.28,1.28,2001,0,0,133,2025-11-12T18:43:50.626
66,1,10,50,Lagrangian,DefaultMultiForwardPass,Comparison,InSampleMonteCarloMultiple,1,0.0001,2,2614.0708520412445,2597.052,48,24202.95141234922,23969.44427350043,24311.119106093745,0.4449309522629642,0,718,0.01,1.28,1.28,3001,0,0,718,2025-11-12T18:43:50.626
67,1,10,50,Lagrangian,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,3622.502174139023,3600.697,62,24510.953699945327,24388.515545429047,24717.78547295334,0.8367730727104647,0,899,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
67,1,10,50,Lagrangian,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,584.9494071006775,574.757,19,24451.63998107173,24374.87807764642,24707.433110989303,1.0352881611315647,0,309,0.01,1.28,1.28,2001,0,0,0,2025-11-12T18:43:50.626
67,1,10,50,Lagrangian,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,1523.1871659755707,1505.469,34,24500.74000982401,24387.074456766764,24712.36544891252,0.8563544413666015,0,528,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
67,1,10,50,Lagrangian,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,602.5057661533356,584.585,65,24421.63803705696,24389.70036737492,24722.30827101774,1.2161899716834264,770,218,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
67,1,10,50,Lagrangian,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,3630.743418931961,3594.217,117,24485.9210533447,24369.247608237332,24701.83549611322,0.8740825871117722,1005,707,0.01,1.28,1.28,2001,0,0,0,2025-11-12T18:43:50.626
67,1,10,50,Lagrangian,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,13.07025408744812,4.695,3,23731.975293400043,24467.785442673216,24793.75120019444,4.282433497945531,50,0,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
67,1,10,50,Laporte,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,3620.11838388443,3466.815,301,3595.2401167300054,26969.482943786887,27387.383393883098,86.87264108066275,0,4954,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
67,1,10,50,Laporte,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,3610.8375430107117,3458.139,298,3582.4154290785486,28472.516412379973,28884.57406194376,87.59747877397825,0,4944,0.01,1.28,1.28,2001,0,0,0,2025-11-12T18:43:50.626
67,1,10,50,Laporte,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,3626.237848997116,3476.103,303,3597.1958786997366,28941.309038738444,29342.060589723093,87.74047968546684,0,5010,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
67,1,10,50,Laporte,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,124.12050199508667,102.193,65,24316.052060747385,24426.889409998475,24756.713307937665,1.7799666769538145,937,106,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
67,1,10,50,Laporte,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,25.998939037322998,15.094,19,24256.07028535743,24418.319180149618,24751.227625461503,2.0005364889243173,301,13,0.01,1.28,1.28,2001,0,0,0,2025-11-12T18:43:50.626
67,1,10,50,Laporte,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,13.253113985061646,4.74,3,23731.975293400043,24467.785442673216,24793.75120019444,4.282433497945531,50,0,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
67,1,10,50,Benders,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,50.64769887924194,33.055,65,24237.611396185555,24393.70295830205,24724.82473958481,1.9705431627153955,941,0,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
67,1,10,50,Benders,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,28.913420915603638,15.744,19,24187.84938522954,24385.134567047546,24717.089180964907,2.141189813495293,303,0,0.01,1.28,1.28,2001,0,0,0,2025-11-12T18:43:50.626
67,1,10,50,Benders,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,13.274290084838867,4.699,3,23731.975293400043,24467.785442673216,24793.75120019444,4.282433497945531,50,0,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
67,1,10,50,Lagrangian,DefaultMultiForwardPass,Comparison,InSampleMonteCarloMultiple,1,0.0001,2,3628.0217809677124,3607.03,55,24506.729814915056,24389.270171899378,24718.623862369597,0.8572242881899204,0,806,0.01,1.28,1.28,1001,0,0,806,2025-11-12T18:43:50.626
67,1,10,50,Lagrangian,DefaultMultiForwardPass,Comparison,InSampleMonteCarloMultiple,1,0.0001,2,678.5630419254303,667.848,19,24451.63998107173,24374.87807764642,24707.433110989303,1.0352881611315647,0,309,0.01,1.28,1.28,2001,0,0,309,2025-11-12T18:43:50.626
67,1,10,50,Lagrangian,DefaultMultiForwardPass,Comparison,InSampleMonteCarloMultiple,1,0.0001,2,1438.5359139442444,1425.361,34,24500.74000982401,24387.074456766764,24712.36544891252,0.8563544413666015,0,528,0.01,1.28,1.28,3001,0,0,528,2025-11-12T18:43:50.626
68,1,10,50,Lagrangian,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,1727.1406309604645,1709.975,39,24940.167286190353,25081.575159698066,25404.593711695885,1.8281198698789525,0,579,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
68,1,10,50,Lagrangian,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,3600.9399938583374,3578.847,73,24950.699003455728,25006.74140517789,25333.654164998574,1.5116459672523042,0,984,0.01,1.28,1.28,2001,0,0,0,2025-11-12T18:43:50.626
68,1,10,50,Lagrangian,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,3643.3776450157166,3618.905,66,24953.243761129146,24816.12511929929,25145.071378426863,0.7628835663687739,0,951,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
68,1,10,50,Lagrangian,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,403.7488839626312,388.469,49,24840.039354036166,25084.10164136569,25410.436374936966,2.244735243757557,609,153,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
68,1,10,50,Lagrangian,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,167.36508202552795,154.412,32,24769.925502034777,25010.014340230082,25337.02677207496,2.238231325015654,442,72,0.01,1.28,1.28,2001,0,0,0,2025-11-12T18:43:50.626
68,1,10,50,Lagrangian,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,2719.176831960678,2682.123,116,24921.671942201872,24811.319986887487,25141.558643145458,0.8745945470788652,1165,515,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
68,1,10,50,Laporte,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,3619.8250019550323,3489.291,292,3491.2877066074357,28817.396439901593,29217.458076365245,88.05067950304812,0,4788,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
68,1,10,50,Laporte,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,3618.150279045105,3488.595,301,3520.361728556046,28121.673382006564,28527.392957802425,87.65971452854684,0,4963,0.01,1.28,1.28,2001,0,0,0,2025-11-12T18:43:50.626
68,1,10,50,Laporte,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,3604.695303916931,3468.159,263,3417.782068515782,27512.91447427312,27926.73045567128,87.76161042574998,0,4348,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
68,1,10,50,Laporte,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,25.972392082214355,15.123,20,24628.09300072666,25109.705732293,25435.18461704024,3.173130560935139,315,10,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
68,1,10,50,Laporte,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,25.345402002334595,14.716,19,24678.147152847785,25020.22064407368,25349.61318053432,2.6488215930732513,302,12,0.01,1.28,1.28,2001,0,0,0,2025-11-12T18:43:50.626
68,1,10,50,Laporte,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,975.8680970668793,904.873,123,24798.301734380613,24897.9251284196,25223.87945948416,1.687201708155682,1514,425,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
68,1,10,50,Benders,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,44.67663311958313,27.614,39,24657.62941785822,25079.484437357507,25403.139377162497,2.934715856318498,577,0,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
68,1,10,50,Benders,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,21.416551113128662,11.527,19,24632.470227337453,25009.356676742027,25338.51476505104,2.786447999262459,306,0,0.01,1.28,1.28,2001,0,0,0,2025-11-12T18:43:50.626
68,1,10,50,Benders,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,113.83159303665161,73.853,123,24669.854140007817,24815.33329067445,25145.445351337785,1.8913612572173633,1596,0,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
68,1,10,50,Lagrangian,DefaultMultiForwardPass,Comparison,InSampleMonteCarloMultiple,1,0.0001,2,1601.9189541339874,1588.381,39,24940.167286190353,25081.575159698066,25404.593711695885,1.8281198698789525,0,579,0.01,1.28,1.28,1001,0,0,579,2025-11-12T18:43:50.626
68,1,10,50,Lagrangian,DefaultMultiForwardPass,Comparison,InSampleMonteCarloMultiple,1,0.0001,2,3626.580020904541,3606.443,66,24949.8897729323,25006.79441151416,25333.582233106736,1.5145606201440167,0,902,0.01,1.28,1.28,2001,0,0,902,2025-11-12T18:43:50.626
68,1,10,50,Lagrangian,DefaultMultiForwardPass,Comparison,InSampleMonteCarloMultiple,1,0.0001,2,3600.474662065506,3580.393,67,24953.288784195167,24814.690171458613,25143.74285607809,0.7574611026412237,0,963,0.01,1.28,1.28,3001,0,0,963,2025-11-12T18:43:50.626
69,1,15,3,Lagrangian,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,70.03985404968262,59.752,25,102146.88414336329,98097.9169572841,104796.55374522835,2.5283938327845066,0,484,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
69,1,15,3,Lagrangian,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,59.75217413902283,48.289,20,102155.41187629539,95271.77107678201,101916.06345997147,-0.2348485687125519,0,439,0.01,1.28,1.28,2001,0,0,0,2025-11-12T18:43:50.626
69,1,15,3,Lagrangian,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,22.262640953063965,13.975,4,100012.81204936224,97951.70942695592,104581.90207452881,4.368910810123224,0,89,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
69,1,15,3,Lagrangian,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,30.70662808418274,20.815,25,102106.98080227176,98103.45964063758,104801.47670546132,2.571047649225674,368,102,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
69,1,15,3,Lagrangian,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,28.765447854995728,19.155,20,102123.52566305397,95272.09563807464,101916.07178111457,-0.20355364793193967,323,68,0.01,1.28,1.28,2001,0,0,0,2025-11-12T18:43:50.626
69,1,15,3,Lagrangian,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,22.253252029418945,11.613,4,101306.20146434844,97967.73931602645,104597.94781718063,3.1470467839250476,78,2,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
69,1,15,3,Laporte,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,3609.03759598732,2372.827,789,4575.478665002736,108821.54910964868,115583.9209524726,96.04142286634821,0,19518,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
69,1,15,3,Laporte,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,3608.056272983551,2380.559,775,4560.88765146798,107090.75388256712,113801.65347805551,95.99224834431122,0,19220,0.01,1.28,1.28,2001,0,0,0,2025-11-12T18:43:50.626
69,1,15,3,Laporte,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,3601.1350400447845,2366.567,781,4567.359165002736,107797.1797819053,114467.86550185639,96.00992021212393,0,19279,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
69,1,15,3,Laporte,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,22.947906970977783,9.987,25,102003.92236409527,98240.61343099238,104940.67395245825,2.798487447958865,409,107,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
69,1,15,3,Laporte,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,22.778753995895386,9.22,20,101983.05968551792,95516.04516150143,102160.98143756781,0.1741582251327764,368,75,0.01,1.28,1.28,2001,0,0,0,2025-11-12T18:43:50.626
69,1,15,3,Laporte,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,12.248347043991089,3.948,4,101349.83995722177,97965.86257541548,104596.12997741396,3.1036425734806605,78,3,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
69,1,15,3,Benders,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,17.098705053329468,5.752,25,101919.13483022357,98102.41034513316,104800.3070726069,2.7492020995579876,387,0,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
69,1,15,3,Benders,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,19.40984606742859,6.355,20,101921.61603210286,95275.56782011669,101919.46830236119,-0.002107281147993978,331,0,0.01,1.28,1.28,2001,0,0,0,2025-11-12T18:43:50.626
69,1,15,3,Benders,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,12.429235935211182,3.714,4,101299.49875294062,97967.5367851478,104597.60135255603,3.153134065186487,78,0,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
69,1,15,3,Lagrangian,DefaultMultiForwardPass,Comparison,InSampleMonteCarloMultiple,1,0.0001,2,68.06213784217834,58.017,25,102146.21412407114,98097.9169572841,104796.55374522835,2.5290331851946872,0,481,0.01,1.28,1.28,1001,0,0,481,2025-11-12T18:43:50.626
69,1,15,3,Lagrangian,DefaultMultiForwardPass,Comparison,InSampleMonteCarloMultiple,1,0.0001,2,80.27813696861267,67.056,20,102155.41187629539,95271.77107678201,101916.06345997147,-0.2348485687125519,0,439,0.01,1.28,1.28,2001,0,0,439,2025-11-12T18:43:50.626
69,1,15,3,Lagrangian,DefaultMultiForwardPass,Comparison,InSampleMonteCarloMultiple,1,0.0001,2,24.148108959197998,15.879,4,100012.81204936224,97951.70942695592,104581.90207452881,4.368910810123224,0,89,0.01,1.28,1.28,3001,0,0,89,2025-11-12T18:43:50.626
70,1,15,3,Lagrangian,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,23.96533203125,15.837,5,55404.905675694645,56080.856166324214,57822.09376475883,4.1803883804314985,0,103,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
70,1,15,3,Lagrangian,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,122.29359412193298,105.221,28,56358.99864249526,56077.97554161058,57834.75781539197,2.5516821175378985,0,462,0.01,1.28,1.28,2001,0,0,0,2025-11-12T18:43:50.626
70,1,15,3,Lagrangian,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,54.920084953308105,42.455,9,56085.44679173,55996.94592428522,57732.46361431993,2.8528434774458633,0,191,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
70,1,15,3,Lagrangian,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,20.348938941955566,9.921,5,55984.261106729784,56008.21284642988,57748.29634430653,3.054696587167225,95,1,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
70,1,15,3,Lagrangian,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,44.486512899398804,32.416,28,56360.32747657693,56079.69213532379,57836.51228299966,2.552340637692009,387,125,0.01,1.28,1.28,2001,0,0,0,2025-11-12T18:43:50.626
70,1,15,3,Lagrangian,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,23.5184268951416,13.407,16,56189.07183244101,55970.23890705275,57700.461251716486,2.6193714685955185,316,32,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
70,1,15,3,Laporte,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,3606.908490896225,2437.859,746,4551.77206212886,70989.59255932934,72958.24633342064,93.76112736958181,0,18065,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
70,1,15,3,Laporte,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,3606.708214044571,2433.601,736,4541.258397410141,71623.80718346883,73548.17327504649,93.82546405275451,0,17921,0.01,1.28,1.28,2001,0,0,0,2025-11-12T18:43:50.626
70,1,15,3,Laporte,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,3601.9336841106415,2410.437,655,4413.726005052026,68376.7742726249,70315.6653340573,93.72298337207904,0,15894,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
70,1,15,3,Laporte,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,12.50913119316101,4.105,5,55982.7948854396,56029.84639927336,57767.52909960321,3.0895110834433623,89,7,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
70,1,15,3,Laporte,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,24.343353986740112,10.415,28,56252.58571249266,56158.5047602907,57914.863401181676,2.8702091157053418,468,97,0.01,1.28,1.28,2001,0,0,0,2025-11-12T18:43:50.626
70,1,15,3,Laporte,DefaultMultiForwardPass,Angulo,InSampleMonteCarloMultiple,1,0.0001,2,16.195979118347168,5.853,16,56141.08316573452,56055.5361401688,57786.0816141135,2.84670357018499,324,23,0.01,1.28,1.28,3001,0,0,0,2025-11-12T18:43:50.626
70,1,15,3,Benders,DefaultMultiForwardPass,Default,InSampleMonteCarloMultiple,1,0.0001,2,11.54074501991272,3.425,5,55982.7948854396,56006.108067175745,57743.81280185184,3.049708411973382,89,0,0.01,1.28,1.28,1001,0,0,0,2025-11-12T18:43:50.626
